id,name,type,url,description,tags,tasks,modalities,organism,license,api,paper,updated
clawbio,ClawBio,model,https://github.com/ClawBio/ClawBio,"Bioinformatics-native AI agent skill library with local-first pharmacogenomics, ancestry PCA, semantic similarity, nutrigenomics, and metagenomics skills.",llm-for-biology,Language Modeling,Text,,,False,,
concerto,Concerto,model,https://github.com/melobio/Concerto-reproducibility,"Contrastive self-supervised learning framework for single-cell multimodal data integration, batch correction, and reference-query mapping.",foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
conch,CONCH,model,https://github.com/mahmoodlab/CONCH,Vision-language foundation model for computational pathology trained with contrastive captioning on pathology image–text pairs.,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
cyclecdr,cycleCDR,model,https://github.com/hliulab/cycleCDR,Interpretable cycle-consistency framework for modeling cellular responses to drug perturbations.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
deepaeg,DeepAEG,model,https://github.com/zhejiangzhuque/DeepAEG,GNN embedding + attention mechanism.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
deepdsc,DeepDSC,model,https://ieeexplore-ieee-org.ezp2.lib.umn.edu/stamp/stamp.jsp?tp=&arnumber=8723620&tag=1,Autoencoder + fully connected NN.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
deepdta,DeepDTA,model,https://github.com/hkmztrk/DeepDTA,Deep learning model using CNNs on protein sequences and drug SMILES.,drug-discovery|drug-target-interaction,Drug Discovery|Drug Target Interaction,Protein|Small Molecule,,,False,,
deeppurpose,DeepPurpose,model,https://github.com/kexinhuang12345/DeepPurpose,Deep learning library for drug repurposing.,drug-discovery|drug-repurposing,Drug Discovery|Drug Repurposing,Small Molecule,,,False,,
deepsea,DeepSEA,model,http://deepsea.princeton.edu/,Deep learning framework for predicting chromatin effects of sequence alterations with single-nucleotide sensitivity across thousands of chromatin features.,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
deepspot,DeepSpot,model,https://github.com/ratschlab/DeepSpot,Deep learning model predicting spatial transcriptomics from H&E images at spot and single-cell resolution.,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
deepspot_m,DeepSpot-M,model,https://github.com/ratschlab/DeepSpotM,Multimodal foundation model for transcriptome-wide virtual spatial transcriptomics from histology.,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
deepspot2cell,DeepSpot2Cell,model,https://github.com/ratschlab/DeepSpot2Cell,Predicts virtual single-cell spatial transcriptomics from H&E using spot-level supervision (NeurIPS 2025 Imageomics).,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
dgdrp,DGDRP,model,https://github.com/minwoopak/heteronet,Multi-view embedding neural network.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
diffdock,DiffDock,model,https://github.com/gcorso/DiffDock,"Diffusion generative model for molecular docking, predicting the binding pose of small molecules to protein targets.",drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
diffsbdd,DiffSBDD,model,https://github.com/arneschneuing/DiffSBDD,Equivariant diffusion model for structure-based drug design that generates molecules and binding conformations for protein targets.,drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
dnabert,DNABERT,model,https://github.com/jerryji1993/DNABERT,Pre-trained bidirectional encoder for DNA sequence analysis.,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
dnabert_2,DNABERT-2,model,https://github.com/Zhihan1996/DNABERT_2,Improved genome foundation model with efficient tokenization.,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
drgat,drGAT,model,https://github.com/inoue0426/drGAT,Attention-based model for drug response prediction with gene explainability.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
drugban,DrugBAN,model,https://github.com/peizhenbai/DrugBAN,Bilinear attention network for interpretable DTI prediction.,drug-discovery|drug-target-interaction,Drug Discovery|Drug Target Interaction,Protein|Small Molecule,,,False,,
druml,DRUML,model,https://github.com/CutillasLab/DRUMLR,Ensemble machine learning framework combining standard ML with deep learning to systematically rank anti-cancer drugs from proteomics and RNA-seq data.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
dtinet,DTINet,model,https://github.com/luoyunan/DTINet,Network-based framework integrating heterogeneous biological data for DTI prediction.,drug-discovery|drug-target-interaction,Drug Discovery|Drug Target Interaction,Protein|Small Molecule,,,False,,
enformer,Enformer,model,https://github.com/deepmind/deepmind-research/tree/master/enformer,Transformer model predicting gene expression from DNA sequence.,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
esm3,ESM3,model,https://github.com/evolutionaryscale/esm,"Multimodal protein language model that jointly reasons over sequence, structure, and function for generative protein design and engineering.",foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
esmfold,ESMFold,model,https://github.com/facebookresearch/esm,Fast protein structure prediction using language model embeddings.,foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
evo,Evo,model,https://github.com/evo-design/evo,Long-context genomic foundation model (up to 1M tokens).,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
evodiff,EvoDiff,model,https://github.com/microsoft/evodiff,"Discrete diffusion framework for protein sequence generation trained on evolutionary-scale data, supporting unconditional generation, disordered region design, and functional motif scaffolding. [ [paper-2023](https://www.biorxiv.org/content/10.1101/2023.09.11.556673v1) ]",foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
evolutionary_scale_modeling_esm,Evolutionary Scale Modeling (ESM),model,https://github.com/facebookresearch/esm,Protein embeddings.,foundation-models|pre-trained-embedding|protein-foundation-models,Foundation Model,Protein,,,False,,
gears,GEARS,model,https://github.com/snap-stanford/GEARS,Graph-based model for predicting transcriptional responses to single and combinatorial genetic perturbations using biological priors.,foundation-models|single-cell-foundation-models|transcriptomics-foundation-models,Foundation Model,Single Cell|Transcriptomics,,,False,,
genecompass,GeneCompass,model,https://github.com/xCompass-AI/GeneCompass,Large-scale foundation model integrating DNA regulatory sequences and single-cell transcriptomics from 120M+ cells across multiple species for gene regulation prediction.,foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
geneformer,Geneformer,model,https://huggingface.co/ctheodoris/Geneformer,"Context-aware, attention-based deep learning model pretrained on a large corpus of single-cell transcriptomes.",foundation-models|single-cell-foundation-models|transcriptomics-foundation-models,Foundation Model,Single Cell|Transcriptomics,,,False,,
genegpt,GeneGPT,model,https://github.com/ncbi/GeneGPT,"LLM for biomedical information, integrated with various APIs.",llm-for-biology,Language Modeling,Text,,,False,,
genept,GenePT,model,https://github.com/yiqunchen/GenePT,Foundation LLM for single-cell data.,llm-for-biology,Language Modeling,Text,,,False,,
gigapath,GigaPath,model,https://github.com/prov-gigapath/prov-gigapath,Slide-level digital pathology foundation model pretrained on 1.3 billion pathology image tokens from whole-slide images.,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
glue,GLUE,model,https://github.com/gao-lab/GLUE,"Graph-Linked Unified Embedding framework for unpaired single-cell multi-omics data integration across RNA, ATAC, methylation, and protein modalities.",foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
gpn_genomic_pre_trained_network,GPN (Genomic Pre-trained Network),model,https://github.com/songlab-cal/gpn,Masked language model for DNA sequences enabling zero-shot variant effect prediction without requiring functional annotations.,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
graphdta,GraphDTA,model,https://github.com/thinng/GraphDTA,Graph neural network–based DTI prediction using molecular graphs.,drug-discovery|drug-target-interaction,Drug Discovery|Drug Target Interaction,Protein|Small Molecule,,,False,,
grover,GROVER,model,https://github.com/tencent-ailab/grover,Self-supervised graph transformer for large-scale molecular representation learning from unlabeled compounds.,compound-embedding|compound-foundation-models|foundation-models,Foundation Model,Small Molecule,,,False,,
hidra,HiDRA,model,https://github.com/bsml320/HiDRA,Hierarchical network model incorporating gene and pathway-level information for cancer drug response prediction.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
hyenadna,HyenaDNA,model,https://github.com/HazyResearch/hyena-dna,Long-range genomic foundation model handling sequences up to 1M tokens with sub-quadratic attention.,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
jamie,JAMIE,model,https://github.com/Oafish1/JAMIE,Joint variational autoencoder for multimodal single-cell data imputation and embedding.,foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
jtvae,JTVAE,model,https://github.com/wengong-jin/icml18-jtnn,Junction tree variational autoencoder for molecular graph generation that guarantees chemical validity via a hierarchical tree decomposition.,drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
matcha,Matcha,model,https://github.com/LigandPro/Matcha,"Multi-stage Riemannian flow matching model for physically valid molecular docking with scoring, pose filtering, and benchmarks.",drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
mcpinn,MCPINN,model,https://github.com/mhlee0903/multi_channels_PINN,Drug discovery via compound-protein interaction and machine learning.,compound-protein-interaction|drug-discovery,Compound-Protein Interaction|Drug Discovery,Protein|Small Molecule,,,False,,
midas,MIDAS,model,https://github.com/labomics/midas,"Mosaic integration and differential accessibility model for single-cell multi-omics data that handles arbitrary missing-modality combinations across transcriptomics, chromatin accessibility, and proteomics.",foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
mira,MIRA,model,https://github.com/cistrome/MIRA,Probabilistic multimodal topic model jointly modeling single-cell transcriptomics and chromatin accessibility for regulatory network inference.,foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
mofa,MOFA+,model,https://github.com/bioFAM/MOFA2,"Multi-Omics Factor Analysis framework identifying shared axes of variation across bulk and single-cell datasets including RNA, ATAC, proteomics, methylation, and copy number.",foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
mofgcn,MOFGCN,model,https://github.com/weiba/MOFGCN/tree/main,GCN + heterogeneous network.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
mol2vec,Mol2Vec,model,https://github.com/samoturk/mol2vec,Unsupervised molecular embedding method inspired by Word2Vec for learning vector representations of chemical substructures.,compound-embedding|compound-foundation-models|foundation-models,Foundation Model,Small Molecule,,,False,,
molecular_transformer,Molecular Transformer,model,https://github.com/pschwllr/MolecularTransformer,Sequence-to-sequence model for retrosynthesis prediction.,drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
molformer,MolFormer,model,https://github.com/IBM/molformer,Linear attention transformer pretrained on millions of SMILES strings for efficient molecular embeddings.,compound-embedding|compound-foundation-models|foundation-models,Foundation Model,Small Molecule,,,False,,
molgpt,MolGPT,model,https://github.com/devalab/molgpt,Transformer-based model for molecular generation.,drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
molt5,MolT5,model,https://github.com/blender-nlp/MolT5,"Language model for molecular tasks bridging text and SMILES, enabling molecule captioning and text-driven molecule generation.",llm-for-biology,Language Modeling,Text,,,False,,
moltrans,MolTrans,model,https://github.com/kexinhuang12345/MolTrans,Transformer-based DTI model leveraging molecular substructures.,drug-discovery|drug-target-interaction,Drug Discovery|Drug Target Interaction,Protein|Small Molecule,,,False,,
multigrate,Multigrate,model,https://github.com/theislab/multigrate,"Asymmetric multi-omics variational autoencoder for integrating single-cell data across RNA, ATAC, and protein modalities with missing-modality support.",foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
multivi,MultiVI,model,https://github.com/scverse/scvi-tools,Multi-modal variational autoencoder for integrating paired and unpaired single-cell RNA-seq and ATAC-seq measurements into a unified latent space.,foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
musk,MUSK,model,https://github.com/lilab-stanford/MUSK,Vision-language foundation model for precision oncology analyzing multimodal paired text and pathology image data for biomarker prediction and retrieval.,foundation-models|multi-modal-foundation-models,Foundation Model,Multi-Modal,,,False,,
neodti,NeoDTI,model,https://github.com/FangpingWan/NeoDTI,Library for drug-target interaction prediction.,drug-discovery|drug-target-interaction,Drug Discovery|Drug Target Interaction,Protein|Small Molecule,,,False,,
nicheformer,Nicheformer,model,https://github.com/theislab/nicheformer,Foundation model for single-cell and spatial omics using a transformer architecture with positional embeddings to encode spatial cell information.,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
nucleotide_transformer,Nucleotide Transformer,model,https://github.com/instadeepai/nucleotide-transformer,Foundation model for genomic sequences across multiple species.,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
omegafold,OmegaFold,model,https://github.com/HeliXonProtein/OmegaFold,High-resolution de novo protein structure prediction from sequence.,foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
openfold,OpenFold,model,https://github.com/aqlaboratory/openfold,"Trainable, memory-efficient open-source reproduction of AlphaFold2 enabling custom protein structure prediction workflows.",foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
paccmannrl,PaccMannRL,model,https://github.com/PaccMann/paccmann_generator,Reinforcement learning-based generative model for de novo hit-like anticancer molecule design from transcriptomic data.,drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
pathomicfusion,PathomicFusion,model,https://github.com/mahmoodlab/PathomicFusion,"Integrated framework fusing histopathology and genomic features via CNN, GNN, and attention gating for cancer diagnosis and prognosis.",foundation-models|multi-modal-foundation-models,Foundation Model,Multi-Modal,,,False,,
phikon,Phikon,model,https://huggingface.co/owkin/phikon,ViT-based pathology foundation model pretrained with iBOT self-supervision on TCGA whole-slide images.,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
plip,PLIP,model,https://github.com/PathologyFoundation/plip,Vision-language foundation model for pathology trained with contrastive learning on pathology image–text pairs for image classification and text-to-image retrieval.,foundation-models|multi-modal-foundation-models,Foundation Model,Multi-Modal,,,False,,
porpoise,PORPOISE,model,https://github.com/mahmoodlab/PORPOISE,Pan-cancer integrative histology-genomic analysis framework using multimodal deep learning for patient stratification.,foundation-models|multi-modal-foundation-models,Foundation Model,Multi-Modal,,,False,,
prnet,PRNet,model,https://github.com/Perturbation-Response-Prediction/PRnet,Deep generative model for predicting transcriptional responses to novel chemical perturbations for drug discovery.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
progen2,ProGen2,model,https://github.com/salesforce/progen,Protein language model trained on diverse protein families for sequence generation and fitness prediction.,foundation-models|pre-trained-embedding|protein-foundation-models,Foundation Model,Protein,,,False,,
proteinmpnn,ProteinMPNN,model,https://github.com/dauparas/ProteinMPNN,Deep learning model for protein sequence design given backbone structure.,foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
prottrans,ProtTrans,model,https://github.com/agemagician/ProtTrans,"Suite of protein language models (ProtBERT, ProtT5, ProtXLNet) trained on billions of protein sequences from UniRef and BFD.",foundation-models|pre-trained-embedding|protein-foundation-models,Foundation Model,Protein,,,False,,
recover,RECOVER,model,https://github.com/RECOVERcoalition/Recover,Machine learning framework for predicting synergistic drug combination responses across cell lines.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
reinvent,REINVENT,model,https://github.com/MolecularAI/Reinvent,Reinforcement learning for de novo drug design.,drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
release,ReLeaSE,model,https://github.com/isayev/ReLeaSE,Deep reinforcement learning framework for de novo drug design combining a generative and predictive model.,drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
rfdiffusion,RFdiffusion,model,https://github.com/RosettaCommons/RFdiffusion,Generative model for protein backbone design using diffusion.,foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
rosettafold,RoseTTAFold,model,https://github.com/RosettaCommons/RoseTTAFold,Three-track neural network for protein structure prediction.,foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
saprot,SaProt,model,https://github.com/westlake-reup/SaProt,Structure-aware protein language model using structure-aware tokens that encode both sequence and backbone geometry for improved function prediction.,foundation-models|protein-foundation-models|protein-structure-prediction-and-design,Foundation Model|Protein Structure Prediction,Protein,,,False,,
saturn,SATURN,model,https://github.com/snap-stanford/SATURN,Transformer-based model integrating gene expression and protein sequences via a protein language model to learn unified multi-species cell embeddings.,foundation-models|single-cell-foundation-models|transcriptomics-foundation-models,Foundation Model,Single Cell|Transcriptomics,,,False,,
scarches,scArches,model,https://github.com/theislab/scarches,"Transfer learning framework for mapping new single-cell datasets onto pre-trained reference atlases across batches, conditions, and modalities.",domain-alignment|foundation-models|single-cell-foundation-models,Domain Alignment|Foundation Model,Single Cell,,,False,,
scbert,scBERT,model,https://github.com/TencentAILabHealthcare/scBERT,BERT-based foundation model pretrained on large-scale scRNA-seq data for cell type annotation.,foundation-models|single-cell-foundation-models|transcriptomics-foundation-models,Foundation Model,Single Cell|Transcriptomics,,,False,,
scbutterfly,scButterfly,model,https://github.com/BioX-NKU/scButterfly,Dual-aligned variational autoencoder for single-cell cross-modality translation between paired and unpaired multiomics data.,foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
scfoundation,scFoundation,model,https://github.com/biomap-research/scFoundation,"Large-scale foundation model for single-cell gene expression, enabling multiple downstream tasks.",foundation-models|single-cell-foundation-models|transcriptomics-foundation-models,Foundation Model,Single Cell|Transcriptomics,,,False,,
scgpt,scGPT,model,https://github.com/bowang-lab/scGPT,Transformer-based foundation model pretrained on millions of single-cell profiles.,foundation-models|single-cell-foundation-models|transcriptomics-foundation-models,Foundation Model,Single Cell|Transcriptomics,,,False,,
scgpt_spatial,scGPT-spatial,model,https://github.com/bowang-lab/scGPT-spatial,Extension of scGPT for spatial transcriptomics with continual pretraining and a mixture-of-experts decoder for spatial gene expression analysis.,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
scmulan,scMulan,model,https://github.com/SuperBianC/scMulan,"Single-cell multi-omic language model pretrained on ~10M cells spanning transcriptomics, epigenomics, and proteomics for cross-omics transfer tasks.",foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
scpair,scPair,model,https://github.com/quon-titative-biology/scPair,Bidirectional feedforward network for single-cell multimodal analysis with cross-modality prediction leveraging single-cell atlases.,foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
scprint,scPRINT,model,https://github.com/cantinilab/scPRINT,Pretrained on 50M cells for scRNA-seq denoising & zero imputation.,llm-for-biology,Language Modeling,Text,,,False,,
sei,Sei,model,https://github.com/FunctionLab/sei-framework,Sequence-to-function framework learning a genome-wide regulatory activity code from DNA sequences for variant effect prediction.,foundation-models|genomics-foundation-models,Foundation Model,Genomics,,,False,,
spatialglue,SpatialGlue,model,https://github.com/zhanglabtools/SpatialGlue,Graph attention network for spatial multi-omics integration jointly embedding spatial transcriptomics with chromatin accessibility or proteomics.,foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
targetdiff,TargetDiff,model,https://github.com/guanjq/targetdiff,3D equivariant diffusion model for structure-based drug design.,drug-discovery|molecular-generation,Drug Discovery|Molecular Generation,Small Molecule,,,False,,
tgsa,TGSA,model,https://github.com/violet-sto/TGSA,Tumor gene set and attention-based model leveraging biological pathway knowledge for drug response prediction.,drug-discovery|drug-response-prediction,Drug Discovery|Drug Response Prediction,Small Molecule,,,False,,
toad,TOAD,model,https://github.com/mahmoodlab/TOAD,Tumor Origin Assessment via Deep-learning; weakly-supervised multi-task model predicting cancer primary origin from H&E whole-slide images.,foundation-models|multi-modal-foundation-models,Foundation Model,Multi-Modal,,,False,,
tosica,TOSICA,model,https://github.com/JackieHanlaopo/TOSICA,Transformer-based framework for one-stop interpretable cell-type annotation supporting cross-dataset and cross-species transfer.,domain-alignment|foundation-models|single-cell-foundation-models,Domain Alignment|Foundation Model,Single Cell,,,False,,
totalvi,totalVI,model,https://github.com/scverse/scvi-tools,Probabilistic framework for joint analysis of paired scRNA-seq and protein (CITE-seq) data enabling multi-modal cell state representation across single-cell datasets.,foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
transformercpi,TransformerCPI,model,https://github.com/lifanchen-simm/transformerCPI,CPI prediction using Transformer.,compound-protein-interaction|drug-discovery,Compound-Protein Interaction|Drug Discovery,Protein|Small Molecule,,,False,,
transigen,TranSiGen,model,https://github.com/myzhengSIMM/TranSiGen,"Dual-VAE architecture for ligand-based virtual screening, drug response prediction, and drug repurposing using chemical-induced transcriptional profiles.",drug-discovery|drug-repurposing,Drug Discovery|Drug Repurposing,Small Molecule,,,False,,
uce,UCE,model,https://github.com/snap-stanford/UCE,"Universal Cell Embeddings: zero-shot single-cell embedding model trained on 36M cells across species, tissues, and assays without fine-tuning.",foundation-models|single-cell-foundation-models|transcriptomics-foundation-models,Foundation Model,Single Cell|Transcriptomics,,,False,,
uni,UNI,model,https://github.com/mahmoodlab/UNI,General-purpose self-supervised pathology foundation model trained on 100K+ whole-slide images for diverse computational pathology tasks.,foundation-models|single-cell-foundation-models|spatial-foundation-models,Foundation Model,Single Cell|Spatial Transcriptomics,,,False,,
uni_mol,Uni-Mol,model,https://github.com/deepmodeling/Uni-Mol,3D molecular pretraining framework for universal representation learning on molecules and protein pockets.,compound-embedding|compound-foundation-models|foundation-models,Foundation Model,Small Molecule,,,False,,
unitednet,UnitedNet,model,https://github.com/LiuLab-Bioelectronics-Harvard/UnitedNet,"Interpretable multi-task deep neural network for single-cell multi-omics integration spanning transcriptomics, chromatin accessibility, and proteomics.",foundation-models|multi-omics-foundation-models|single-cell-foundation-models,Foundation Model,Multi-Omics|Single Cell,,,False,,
virchow,Virchow,model,https://huggingface.co/paige-ai/Virchow,Million-slide digital pathology foundation model using a vision transformer and self-supervised distillation for tile-level pathology image representation.,foundation-models|multi-modal-foundation-models,Foundation Model,Multi-Modal,,,False,,
autozyme,AutoZyme,toolkit,https://github.com/ElliotXie/autozyme,"Autonomous agentic framework that speeds up bioinformatics software (e.g. Scanpy, Seurat) on CPUs while preserving the original results.",preprocessing-tools,Preprocessing,,,,False,,
biopython,Biopython,toolkit,https://biopython.org/,"Collection of Python tools for biological computation including sequence analysis, structure parsing, and database access.",preprocessing-tools,Preprocessing,,,,False,,
casper,CaSpER,toolkit,https://github.com/akdess/CaSpER,CNV identification and visualization by integrative analysis of single-cell or bulk RNA-seq data.,preprocessing-tools,Preprocessing,,,,False,,
cellcharter,CellCharter,toolkit,https://github.com/CSOgroup/cellcharter,Identification and characterization of spatial cell niches from spatial transcriptomics using VAEs and Gaussian mixture models.,preprocessing-tools,Preprocessing,,,,False,,
cellchat,CellChat,toolkit,https://github.com/sqjin/CellChat,Inference and analysis of cell-cell communication ligand-receptor networks from single-cell transcriptomics data.,preprocessing-tools,Preprocessing,,,,False,,
celltypist,CellTypist,toolkit,https://github.com/Teichlab/celltypist,Automated cell type annotation for scRNA-seq.,preprocessing-tools,Preprocessing,,,,False,,
chatspatial,ChatSpatial,toolkit,https://github.com/cafferychen777/ChatSpatial,MCP server for spatial transcriptomics analysis via natural language.,preprocessing-tools,Preprocessing,,,,False,,
chemistry_development_kit,Chemistry Development Kit,toolkit,https://github.com/cdk/cdk,Cheminformatics software & machine learning tools.,preprocessing-tools,Preprocessing,,,,False,,
commot,COMMOT,toolkit,https://github.com/zcang/COMMOT,Optimal transport-based framework for screening cell-cell communication in spatial transcriptomics.,preprocessing-tools,Preprocessing,,,,False,,
deepchem,DeepChem,toolkit,https://github.com/deepchem/deepchem,"Deep learning library for drug discovery, quantum chemistry, and materials science.",preprocessing-tools,Preprocessing,,,,False,,
deeptalk,DeepTalk,toolkit,https://github.com/JiangBioLab/DeepTalk,Graph attention network for deciphering cell-cell communication from spatial transcriptomics data.,preprocessing-tools,Preprocessing,,,,False,,
doubletfinder,DoubletFinder,toolkit,https://github.com/chris-mcginnis-ucsf/DoubletFinder,Machine learning approach for detecting multiplet (doublet) artifacts in single-cell RNA-seq data.,preprocessing-tools,Preprocessing,,,,False,,
flashdeconv,FlashDeconv,toolkit,https://github.com/cafferychen777/flashdeconv,High-performance spatial transcriptomics deconvolution (~1M spots in ~3 min).,preprocessing-tools,Preprocessing,,,,False,,
gromacs,GROMACS,toolkit,https://www.gromacs.org/,Molecular dynamics simulation package for biochemical molecules.,preprocessing-tools,Preprocessing,,,,False,,
harmony,Harmony,toolkit,https://github.com/immunogenomics/harmony,"Fast and scalable integration of single-cell data across datasets, conditions, technologies, and species.",preprocessing-tools,Preprocessing,,,,False,,
kallisto,kallisto,toolkit,https://pachterlab.github.io/kallisto/,Near-optimal RNA-seq quantification using pseudoalignment for fast transcript abundance estimation.,preprocessing-tools,Preprocessing,,,,False,,
linger,LINGER,toolkit,https://github.com/Durenlab/LINGER,Neural network for gene regulatory network inference from single-cell multiome (RNA+ATAC-seq) data with bulk data pretraining.,preprocessing-tools,Preprocessing,,,,False,,
mdanalysis,MDAnalysis,toolkit,https://www.mdanalysis.org/,Python library for analyzing and altering molecular dynamics simulation trajectories.,preprocessing-tools,Preprocessing,,,,False,,
mogonet,MOGONET,toolkit,https://github.com/txWang/MOGONET,Multi-omics graph convolutional network framework for patient classification and biomarker identification.,preprocessing-tools,Preprocessing,,,,False,,
monocle3,Monocle3,toolkit,https://cole-trapnell-lab.github.io/monocle3/,Single-cell trajectory analysis tool for learning developmental trajectories and ordering cells in pseudotime.,preprocessing-tools,Preprocessing,,,,False,,
ncem,NCEM,toolkit,https://github.com/theislab/ncem,GNN-based model for learning intercellular communication from spatial graphs of cells.,preprocessing-tools,Preprocessing,,,,False,,
numbat,Numbat,toolkit,https://github.com/kharchenkolab/numbat,Haplotype-aware copy number variation inference from single-cell RNA-seq using hidden Markov models.,preprocessing-tools,Preprocessing,,,,False,,
openmm,OpenMM,toolkit,https://openmm.org/,High-performance toolkit for molecular simulation and GPU-accelerated MD.,preprocessing-tools,Preprocessing,,,,False,,
rdkit,RDKit,toolkit,https://github.com/rdkit/rdkit,Cheminformatics software & machine learning toolkit.,preprocessing-tools,Preprocessing,,,,False,,
scanpy,Scanpy,toolkit,https://scanpy.readthedocs.io/en/stable/,Python library for scRNA-seq analysis.,preprocessing-tools,Preprocessing,,,,False,,
